varietal,title,excerpt,points,price,location,region
Chardonnay,Testarossa 2012 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Vanilla-soaked French toast and caramelized apples promise a butter bomb in this ...,90,45,Central Coast,United States
Chardonnay,Cottonwood Canyon 2009 Barrel Select Chardonnay (Santa Maria Valley),California Chardonnays can be quite interesting after a few years in the ...,90,48,Central Coast,United States
Chardonnay,Testarossa 2012 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),"Though not planted until 2001, the east-facing Lone Oak Vineyard is adjacent ...",90,45,Central Coast,United States
Chardonnay,Testarossa 2012 Rincon Vineyard Chardonnay (Arroyo Grande Valley),"Salted peach, vanilla-smeared French toast and a hint of guava make for ...",90,45,Central Coast,United States
Chardonnay,Joseph Faiveley 2011 Morgeot Premier Cru  (Chassagne-Montrachet),"At this stage, this wine is closed and packed with acidity. But ...",90,112,Burgundy,France
Chardonnay,Ryan Patrick 2012 Reserve Chardonnay (Columbia Valley (WA)),"Sourced from Sagemoor Farms and the Homestead estate vineyard, this detailed and ...",90,20,Columbia Valley,United States
Chardonnay,Tabor 2012 Mt. Tabor Chardonnay (Galilee),"The nose of this wine recalls chilled fruit salad, with aromas of ...",90,15,Israel,Israel
Chardonnay,Tolosa 2012 No Oak Chardonnay (Central Coast),"Though quite pale in color due to no barrel aging, there is ...",90,21,Central Coast,United States
Chardonnay,Byron 2012 Chardonnay (Santa Barbara County),"Butter, salt, pear and fresh-squeezed orange comprise the leading aromas. Bright orange ...",90,17,Central Coast,United States
Chardonnay,Domaine Faiveley 2011 Clos Rochette  (Mercurey),"The chalky soil yields a crisp, textured wine with yellow fruits to ...",89,32,Burgundy,France
Chardonnay,Fox Run 2013 Doyle Family Vineyard Chardonnay (Finger Lakes),The addition of 9% Traminette lends a blossomy flair to fresh apple ...,89,11,Finger Lakes,United States
Chardonnay,Joseph Faiveley 2011 Fourchaume Premier Cru  (Chablis),A soft wine with attractive fruitiness and lemon and lime flavors. Fresh ...,89,51,Burgundy,France
Chardonnay,Hovey 2013 Duende Chardonnay (Calaveras County),A bold Chardonnay that embraces new oak barrels and has the flavor ...,89,20,Sierra Foothills,United States
Chardonnay,Suvla 2012 Chardonnay (Thrace),"Pleasing aromas of guava, watermelon rind and a hint of lemon zest ...",89,17,Turkey,Turkey
Chardonnay,Laetitia 2012 Estate Chardonnay (Arroyo Grande Valley),"This is a very pale Chardonnay from Laetitia Winery, which sits just ...",89,18,Central Coast,United States
Chardonnay,Starmont 2012 Chardonnay (Carneros),"This Napa-side-of-Carneros Chardonnay is resplendent in crisp yet hearty aromas of apple, ...",89,22,Napa-Sonoma,United States
Chardonnay,Buty 2012 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),"This single-vineyard Chardonnay remains detailed and aromatic, though not quite as ripe ...",89,40,Columbia Valley,United States
Chardonnay,Louis Latour 2011  Puligny-Montrachet,This attractive village wine has ripe fruits as well as a more ...,89,80,Burgundy,France
Chardonnay,Lamoreaux Landing 2010 Estate Bottled Barrel Fermented Chardonnay (Finger Lakes),"Fresh, crisp apple and pear are touched with delicate swathes of cream ...",89,13,Finger Lakes,United States
Chardonnay,Roblar 2012 Chardonnay (Sta. Rita Hills),"A citrus-inflected, vanilla-leaning nuttiness consumes the aromas of this offering, which makes ...",89,35,Central Coast,United States
Chardonnay,Dry Creek Vineyard 2011 Foggy Oaks Chardonnay (Russian River Valley),"Light and crisp, it offers layers of lemon chiffon and spicy pear. ...",88,20,Sonoma,United States
Chardonnay,Lamoreaux Landing 2012 Estate Bottled Unoaked Chardonnay (Finger Lakes),Scents of blossom and ripe white peach are touched with smoke and ...,88,15,Finger Lakes,United States
Chardonnay,Woodinville Wine Cellars 2013 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),"Done entirely in stainless steel, this is young, tight and tart, with ...",88,25,Columbia Valley,United States
Chardonnay,Goose Ridge 2011 g3 Chardonnay (Columbia Valley (WA)),Estate-grown fruit is at the center of all the g3 bottlings. Here ...,88,16,Columbia Valley,United States
Chardonnay,Gifft 2012 Estate Grown Chardonnay (Monterey),Kathie Lee Gifford is just the latest celebrity to enter the winemaking ...,88,20,Central Coast,United States
Chardonnay,Laird 2011 Cold Creek Chardonnay (Carneros),"Full-bodied and swathed in oak, this shows the bigger side of Chardonnay, ...",88,30,Napa-Sonoma,United States
Chardonnay,Michel-Schlumberger 2012 La Brume Chardonnay (Dry Creek Valley),"Flowery and balanced in crisp, dry flavors of lemon and pear, this ...",88,32,Sonoma,United States
Chardonnay,Ledson 2012 Chardonnay (Russian River Valley),This full and heady wine offers marshmallow oak around a core of ...,88,36,Sonoma,United States
Chardonnay,Hosmer 2012 Chardonnay (Cayuga Lake),"Chock full of fresh apple, zesty lemon and grapefruit flavors, this juicy, ...",88,14,Finger Lakes,United States
Chardonnay,Domaine Faiveley 2011 Les Villeranges  (Rully),"Fresh and fruity, it offers a touch of citrus as well as ...",88,28,Burgundy,France
Chardonnay,Louis Latour 2011 La Grande Roche Premier Cru  (Montagny),"A well-structured wine, it offers ripe, creamy fruits and attractive acidity. With ...",88,27,Burgundy,France
Chardonnay,Ryan Patrick 2012 Naked Chardonnay (Columbia Valley (WA)),This stainless-steel fermented and aged wine is loaded with ripe fruit flavors ...,88,10,Columbia Valley,United States
Chardonnay,St. Francis 2012 Wild Oak Vineyard Chardonnay (Sonoma Valley),"A delicate study in Golden Delicious apple and ginger undertones, this wine ...",88,26,Sonoma,United States
Chardonnay,Testarossa 2012 Chardonnay (Santa Lucia Highlands),"Lifting aromas of orange blossom, night jasmine and pear lead the way. ...",88,35,Central Coast,United States
Chardonnay,Valle dell'Acate 2012 Bidis Chardonnay (Sicilia),"Fermented and aged in barriques, this structured Chardonnay opens with aromas of ...",88,30,Sicily and Sardinia,Italy
Chardonnay,Ironstone 2012 Chardonnay (California),This medium-bodied wine climbs several notches up the quality scale from a ...,88,12,California,United States
Chardonnay,Keuka Spring 2012 Chardonnay (Finger Lakes),"Notes of cream and toast accent bright, crisp green apples and lemons ...",88,14,Finger Lakes,United States
Chardonnay,Glenora 2012 Barrel Fermented Chardonnay (Finger Lakes),Zest and floral notes abound on this refreshingly dry Chardonnay. Satisfyingly juicy ...,88,16,Finger Lakes,United States
Chardonnay,Riverbench 2013 Bedrock Chardonnay (Santa Maria Valley),"An early look at the Chardonnay potential of 2013, the nose on ...",88,24,Central Coast,United States
Chardonnay,McIntyre Vineyards 2012 McIntrye Estate Vineyard 25th Anniversary Edition Chardonnay (Santa Lucia Highlands),Longtime Santa Lucia Highlands winemaker Steve McIntrye celebrates his 25th year of ...,88,28,Central Coast,United States
Chardonnay,Crushed 2012 Chardonnay (California),This fruity and full-bodied wine offers much to like. The opposite of ...,87,11,California,United States
Chardonnay,Karma NV Side View Chardonnay (North Coast),"Like a liquid lemon meringue pie, this Chardonnay has bright fruit flavors, ...",87,15,North Coast,United States
Chardonnay,Lincourt 2012 Steel Chardonnay (Sta. Rita Hills),There are candied tangerine notes on the tight nose from this twist-off ...,87,18,Central Coast,United States
Chardonnay,Edna Valley Vineyard 2012 Paragon Chardonnay (Central Coast),"A zesty honeydew and tropical, nearly pineapple soda nose starts this wine. ...",87,15,Central Coast,United States
Chardonnay,Lakewood 2012 Chardonnay (Finger Lakes),Fresh apples and cream meld on the nose and palate of this ...,87,13,Finger Lakes,United States
Chardonnay,Louis Latour 2011  Marsannay,"Good fruit, acidity and great freshness all come together in this delicious, ...",87,28,Burgundy,France
Chardonnay,Leaping Horse 2011 Chardonnay (Lodi),"For people who like wines that speak a little softly, try this ...",87,10,Central Valley,United States
Chardonnay,Atwater 2012 Cecil Chardonnay (Finger Lakes),"Whiffs of smoke and earth meld into pretty aromas of white flower, ...",87,13,Finger Lakes,United States
Chardonnay,Firestone 2012 Chardonnay (Santa Ynez Valley),This wine begins with a clean and cool nose featuring green banana ...,87,18,Central Coast,United States
Chardonnay,Heron Hill 2012 Unoaked Chardonnay (Finger Lakes),Crisp apple and pear flavors are touched with white floral notes on ...,87,14,Finger Lakes,United States
Chardonnay,Cambridge California 2012 Chardonnay (Carneros),"Steely with lemon fruit, this wine takes some coaxing to reveal itself ...",87,19,Napa-Sonoma,United States
Chardonnay,Domaine Faiveley 2011  Montagny,"Mineral in texture, this wine is steely and firm. LIvely acidity comes ...",87,26,Burgundy,France
Chardonnay,Charles Fournier 2012 Gold Seal Vineyards Chardonnay (Finger Lakes),Ripe white peach and pear notes are juicy and penetrating on this ...,87,14,Finger Lakes,United States
Chardonnay,Morgan 2012 Highland Chardonnay (Santa Lucia Highlands),The smell of tart green apple frying in butter introduces this bottling ...,87,28,Central Coast,United States
Chardonnay,Educated Guess 2012 Chardonnay (Napa Valley),The grapes for hail from both Carneros and Oak Knoll and have ...,86,17,Napa,United States
Chardonnay,Gloria Ferrer 2011 Estate Grown and Bottled Chardonnay (Carneros),"Intense in lemon and silky, it shows a touch of effervescence from ...",86,25,Napa-Sonoma,United States
Chardonnay,Heron Hill 2012 Ingle Vineyard Unoaked Chardonnay (Finger Lakes),"Fresh lemon, tangerine and apricot notes abound in this juicy, easy-going Chardonnay. ...",86,18,Finger Lakes,United States
Chardonnay,Cinnabar 2012 Central Avenue Vineyard Chardonnay (Monterey),This wine from longtime Santa Cruz Mountains producer Cinnabar offers a very ...,86,20,Central Coast,United States
Chardonnay,Jacob Williams 2012 Celilo Vineyard Chardonnay (Columbia Gorge (WA)),"Fermented and aged in stainless steel, this single-vineyard wine brings notes of ...",86,24,Washington,United States
Chardonnay,Jean-Luc and Paul Aegerter 2012 Marissou Premier Cru  (Rully),"Rich and soft, it offers a ripe cushion of Chardonnay and a ...",86,56,Burgundy,France
Chardonnay,Silver Thread 2012 Chardonnay (Finger Lakes),A wisp of smoke lends nuance to aromas of apple and white ...,86,16,Finger Lakes,United States
Chardonnay,McGregor 2012 Reserve Chardonnay (Finger Lakes),Warm spice and oak tones accent fresh apples and lemons on this ...,86,25,Finger Lakes,United States
Chardonnay,Spin the Bottle 2012 Chardonnay (California),"Mellow, luscious Chardonnay from a new brand. Butterscotch aromas and flavors and ...",86,11,California,United States
Chardonnay,Airfield Estates 2013 Unoaked Chardonnay (Yakima Valley),"A light mix of apple, jicama and pear fruit, bolstered with plenty ...",86,15,Columbia Valley,United States
Chardonnay,Girly Girl 2011 Chardonnay (Columbia Valley (WA)),"Thin and simple, this is a direct and straightforward wine, with green ...",85,13,Columbia Valley,United States
Chardonnay,Samson 2012 Chardonnay (Yakima Valley),"Done entirely in stainless steel, it offers grape skin flavors and green ...",85,13,Columbia Valley,United States
Chardonnay,StoneCap 2012 Estate Grown Chardonnay (Columbia Valley (WA)),This is soft and lightly scented with citrus. Aromas of lemon peel ...,85,10,Columbia Valley,United States
Chardonnay,Michel-Schlumberger 2012 Gold Collection Chardonnay (Dry Creek Valley),Aromas of tropical pineapple and lemon are buried somewhat in this mid-weight ...,85,42,Sonoma,United States
Chardonnay,Bloomer Creek 2011 Unfined &amp; Unfiltered Chardonnay (Finger Lakes),Savory tones of pressed apple and pear contrast with pretty orange-blossom aromas ...,85,20,Finger Lakes,United States
Chardonnay,Lone Birch 2012 Chardonnay (Yakima Valley),"Suddenly Washington vintners are awash in Chardonnay, many value priced such as ...",85,12,Columbia Valley,United States
Chardonnay,King's Garden Vineyards 2012 Barrel Fermented Chardonnay (Finger Lakes),Savory tones of pressed apples and pears build in spice and concentration ...,85,14,Finger Lakes,United States
Chardonnay,Wattle Creek 2012 Chardonnay (Yorkville Highlands),A full-bodied wine with a style that incorporates richness in the aromas ...,85,25,North Coast,United States
Chardonnay,Swedish Hill 2012 Reserve Chardonnay (Finger Lakes),Pressed apple notes are touched with butter and creamed corn on this ...,84,17,Finger Lakes,United States
Chardonnay,Coto de Hayas 2013 Chardonnay (Campo de Borja),Mild aromas of apple and generic white fruits are friendly enough. This ...,84,9,Northern Spain,Spain
Chardonnay,Stomping Ground 2012 Chardonnay (California),"Pleasant and fruity to sip, soft in texture, light- to medium bodied, ...",84,10,California,United States
Chardonnay,Waterstone 2012 Chardonnay (Carneros),"Concentrated in pleasing pear and stone fruit, the toasty oak and oily ...",84,18,Napa-Sonoma,United States
Chardonnay,Louis Latour 2012 En Paradis  (Pouilly-Vinzelles),"Very soft and dull, it offers white fruits and some acidity. Drink ...",83,24,Burgundy,France
Chardonnay,King's Garden Vineyards 2011 Barrel Fermented Chardonnay (Finger Lakes),"Smoke and toast dominate the nose of this barrel-fermented Chardonnay, and overpower ...",83,14,Finger Lakes,United States
Chardonnay,King's Garden Vineyards 2011 Chardonnay (Finger Lakes),While relatively neutral on the nose with notes of savory apple and ...,81,12,Finger Lakes,United States
Chardonnay,Vega Sindoa 2013 Chardonnay (Navarra),"On the nose, this is gaseous and mealy smelling, and the palate ...",81,15,Northern Spain,Spain
Chardonnay,Castillo de Monjardin 2013 El Cerezo Unoaked Chardonnay (Navarra),Saline and nettle aromas are a lot like underripe Sauvignon Blanc. This ...,81,13,Northern Spain,Spain
Chardonnay,Campus Oaks 2012 Chardonnay (Lodi),A barrel fermented Chardonnay that is uncharacteristically soft and fruity. Aromas of ...,80,10,Central Valley,United States
Chardonnay,Enate 2013 234 Chardonnay (Somontano),"Sweet melon and peach aromas are candied. In the mouth, this is ...",80,17,Northern Spain,Spain
Chardonnay,Sokol Blosser 2012 Chardonnay (Dundee Hills),"Whole cluster-pressed, then settled and racked to barrels, this is a garden ...",94,38,Willamette Valley,United States
Chardonnay,The Eyrie Vineyards 2011 Original Vines Reserve Chardonnay (Dundee Hills),"Exceptionally fragrant, it sends up scents of white peaches and hazelnuts. Savory ...",94,45,Willamette Valley,United States
Chardonnay,The Eyrie Vineyards 2012 Estate Chardonnay (Dundee Hills),"Savory and deep, it carries lovely details of earth and herb, balanced ...",93,27,Willamette Valley,United States
Chardonnay,La Follette 2011 Manchester Ridge Vineyard Chardonnay (Mendocino Ridge),Greg La Follette shows his mastery with this Chardonnay from cool Manchester ...,93,48,Mendocino/Lake Counties,United States
Chardonnay,Thomas Fogarty 2011 Estate Damiana Vineyard Chardonnay (Santa Cruz Mountains),"A luscious and elegant nose promises richness, and the flavors deliver even ...",92,60,Central Coast,United States
Chardonnay,Alder Springs 2012 Estate Chardonnay (Mendocino),"The specs include 25% new oak, native yeast and partial malolactic to ...",91,39,Mendocino/Lake Counties,United States
Chardonnay,Center of Effort 2011 Center of Effort Estate Chardonnay (Edna Valley),"This wine hails from an estate that dates back to 1978, but ...",91,30,Central Coast,United States
Chardonnay,Boekenoogen 2011 Estate Chardonnay (Santa Lucia Highlands),"Vanilla soda, pineapple and a touch of herbaceousness hit the nose first ...",91,38,Central Coast,United States
Chardonnay,Lucas & Lewellen 2012 Estate Vineyards Chardonnay (Santa Barbara),"Taking off with a bright tangerine and lime nose, the citrus carries ...",91,20,Central Coast,United States
Chardonnay,Concannon 2012 Reserve Chardonnay (Santa Cruz Mountains),"Pretty yet substantial, the winery has sourced good fruit and worked magic ...",90,30,Central Coast,United States
Chardonnay,Nittnaus Hans und Christine 2013 Heideboden Chardonnay (Burgenland),It offers ripe but restrained yellow plums and a citrusy and textured ...,90,15,Austria,Austria
Chardonnay,Navarro 2012 Premiere Reserve Chardonnay (Anderson Valley),A winner from a consistently excellent winery. A distinctive tropical fruit aroma ...,90,25,Mendocino/Lake Counties,United States
Chardonnay,Thomas Fogarty 2011 Portola Springs Vineyard Estate Chardonnay (Santa Cruz Mountains),"Sourced from a 35-year-old vineyard with views of the San Francisco Bay, ...",90,60,Central Coast,United States
Chardonnay,Eola Hills 2012 Chardonnay (Oregon),"This is solidly made, with forward and ripe fruit flavors of peach, ...",90,13,Oregon,United States
Chardonnay,Hannes Reeh 2013 Chardonnay (Burgenland),The faintest touch of vanilla and cream barely manages to contain the ...,90,19,Austria,Austria
Chardonnay,Fossil Point 2011 Chardonnay (Edna Valley),"A rewarding deal from the ocean-influenced vineyards of Edna Valley, this project ...",90,14,Central Coast,United States
Chardonnay,Netzl 2013 Chardonnay (Carnuntum),"Creamy yellow plum fruit and a flinty edge lead onto a full-fruited, ...",90,20,Austria,Austria
Chardonnay,Strauss 2013 Classic Chardonnay (Steiermark),Faint lemon zest and a touch of green pear hardly give anything ...,90,21,Austria,Austria
Chardonnay,Concannon 2012 Reserve Chardonnay (Livermore Valley),"A crowd-pleasing Chardonnay aromatically suggestive of candied fruit and dried apricot, it ...",89,25,Central Coast,United States
Chardonnay,Alphart 2013 Vom Berg Chardonnay (Thermenregion),Restrained Mirabelle fruit is contained on a focused and streamlined palate that ...,89,25,Austria,Austria
Chardonnay,Boedecker Cellars 2012 Chardonnay (Willamette Valley),"A light floral nose carries inviting scents of honeysuckle and clover, with ...",88,25,Willamette Valley,United States
Chardonnay,Thomas Fogarty 2011 Langley Hill Vineyard Estate Chardonnay (Santa Cruz Mountains),The largest Chardonnay parcel in the Thomas Fogarty estate portfolio at slightly ...,88,60,Central Coast,United States
Chardonnay,Great American Wine Company 2012 Chardonnay (California),"This new, patriotic Rosenblum Cellars project kicked off with a $100,000 gift ...",88,18,California,United States
Chardonnay,Silver Spoon 2011 Chardonnay (Central Coast),"On the paler side of the the Chardonnay scale, the nose is ...",88,16,Central Coast,United States
Chardonnay,Left Coast Cellars 2012 Truffle Hill Chardonnay (Willamette Valley),Half of this wine was barrel fermented in mostly new French oak; ...,88,24,Willamette Valley,United States
Chardonnay,Dorigo 2012 Chardonnay (Colli Orientali del Friuli),"Fermented and aged in barriques, it opens with aromas of oak, toast, ...",87,38,Northeastern Italy,Italy
Chardonnay,Peirano 2012 The Heritage Collection Chardonnay (Lodi),"Generous in lemon custard and pear aromas and flavors, this is a ...",87,12,Central Valley,United States
Chardonnay,Colutta 2013 Chardonnay (Colli Orientali del Friuli),"Structured but straightforward, it opens with a pretty fragrance of white flowers, ...",87,20,Northeastern Italy,Italy
Chardonnay,Quintay 2012 Q Chardonnay (Casablanca Valley),"Peach, apple, vanilla and dusty aromas lead to a zesty palate with ...",87,16,Chile,Chile
Chardonnay,Thomas Fogarty 2011 Albutom Vineyard Estate Chardonnay (Santa Cruz Mountains),"This is the flagship Chardonnay from Thomas Fogarty Winery, a one-barrel lot ...",87,75,Central Coast,United States
Chardonnay,Red Pony Ranch 2012 Chardonnay (Santa Barbara County),"Tan spice, like sandalwood, plays a leading role, along with a touch ...",87,13,Central Coast,United States
Chardonnay,Rex Hill 2012 Seven Soils Chardonnay (Willamette Valley),"Seven Soils comes from six vineyards, spent 14 months in 28% new ...",87,33,Willamette Valley,United States
Chardonnay,Villa Russiz 2011 Graf de La Tour Chardonnay (Collio),"Oak, toast, butter, nectarine, vanilla and butterscotch sensations take center stage in ...",87,60,Northeastern Italy,Italy
Chardonnay,Veramonte 2012 Chardonnay (Casablanca Valley),"For a $12 Chardonnay, one can do far worse than this juicy, ...",87,12,Chile,Chile
Chardonnay,Gradis'ciutta 2013 Chardonnay (Collio),"This straightforward wine opens with delicate aromas of apples, mowed grass and ...",87,20,Northeastern Italy,Italy
Chardonnay,Walnut City WineWorks 2012 Chardonnay (Willamette Valley),Light fruit flavors of apple and pear have been softened a bit ...,87,20,Willamette Valley,United States
Chardonnay,Cookies & Cream 2012 Chardonnay (California),This rich and buttery Chardonnay is made in a classic California style. ...,86,10,California,United States
Chardonnay,Baileyana 2012 Firepeak Estate Chardonnay (Edna Valley),"Coming in at the less-oaked end of the California Chardonnay scale, this ...",86,28,Central Coast,United States
Chardonnay,Vega Sindoa 2012 Chardonnay (Navarra),This oaky Chardonnay is tan and maderized but still mostly vital and ...,86,15,Northern Spain,Spain
Chardonnay,Kramer 2012 Estate Chardonnay (Yamhill-Carlton District),"Made from estate-grown Dijon clones, this saw a touch of new oak. ...",86,20,Willamette Valley,United States
Chardonnay,Cottonwood Winery of Oregon 2012 Estate Chardonnay (Willamette Valley),"Fruity and round, with apple and banana flavors, this simple, easy-drinking wine ...",85,15,Willamette Valley,United States
Chardonnay,Bridlewood 2012 Chardonnay (Monterey County),"This straightforward wine brings vanilla, citrus and toasted wood to the forefront, ...",85,15,Central Coast,United States
Chardonnay,Carabella 2011 Dijon 76 Estate Chardonnay (Chehalem Mountains),"Quite light, in both mouthfeel and flavor, this has simple, rather generic ...",85,27,Willamette Valley,United States
Chardonnay,Tololo 2012 Chardonnay (Maule Valley),This is a basic but nice Chardonnay with lightly oaked aromas of ...,85,10,Chile,Chile
Chardonnay,Villa Oneiro 2012 Chardonnay (California),Within an immensely heavy bottle lies a Chardonnay dark-golden in color and ...,84,37,California,United States
Chardonnay,Santa Ema 2013 Select Terroir Unoaked Chardonnay (Maipo Valley),"Mild vanilla cookie and dusty, yeasty aromas get this unoaked Chardonnay going. ...",84,10,Chile,Chile
Chardonnay,Yamhill Valley 2012 Chardonnay (McMinnville),"This has a soapy mouthfeel, often an indicator for a high pH ...",84,25,Willamette Valley,United States
Chardonnay,Rubus 2013 Chardonnay (Colchagua Valley),Gritty matchstick and sulfuric aromas turn toward dusty apple with airing. This ...,84,18,Chile,Chile
Chardonnay,Raimat 2012 Castell de Raimat Chardonnay (Costers del Segre),Aromas of warm radiator dust and lightly toasted peach and apple come ...,83,11,Catalonia,Spain
Chardonnay,Apaltagua 2013 Reserva Unoaked Chardonnay (Casablanca Valley),"Mealy white-fruit aromas are lacking in clarity and freshness, while the flavor ...",82,12,Chile,Chile
Chardonnay,Idrias 2011 Chardonnay (Somontano),"Stalky and oxidized on the nose, this becomes cidery, high in acid ...",80,15,Northern Spain,Spain
Chardonnay,Abeja 2012 Chardonnay (Walla Walla Valley (WA)),"This is the estate bottling, barrel-fermented in French oak and put through ...",94,40,Columbia Valley,United States
Chardonnay,Abeja 2012 Chardonnay (Washington),"Though not at all unsung (in fact, mailing list is closed), Abeja ...",94,36,Washington,United States
Chardonnay,JM Cellars 2012 Chardonnay (Columbia Valley (WA)),"A number of different fermentation regimens puts these grapes through their paces, ...",94,35,Columbia Valley,United States
Chardonnay,Williams Selyem 2012 Heintz Vineyard Chardonnay (Russian River Valley),"This is a classic Russian River and Williams Selyem Chardonnay, so bright ...",93,55,Sonoma,United States
Chardonnay,Cooper-Garrod 2010 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),Some Chardonnays with this much oak and lees influence lose all sense ...,92,29,Central Coast,United States
Chardonnay,Forgeron 2012 Chardonnay (Columbia Valley (WA)),This full-bodied blend of grapes from a wide assortment of top vineyards ...,91,28,Columbia Valley,United States
Chardonnay,Jeff Gordon 2012 Collection Chardonnay (Carneros),"This wine shows plenty of Chardonnay and oak character, with a creamy ...",91,42,Napa-Sonoma,United States
Chardonnay,Novelty Hill 2012 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),"Barrel-fermented and aged sur lie for 10 months, this elegant Chardonnay offers ...",91,23,Columbia Valley,United States
Chardonnay,Barnard Griffin 2012 Chardonnay (Columbia Valley (WA)),"Opening scents of cracker and Asian pear roll into a concentrated, sophisticated ...",90,14,Columbia Valley,United States
Chardonnay,Browne Family Vineyards 2012 Chardonnay (Columbia Valley (WA)),"Aged 11 months in French oak, the roasty-toasty barrel notes are at ...",90,32,Columbia Valley,United States
Chardonnay,Valley of the Moon 2012 Chardonnay (Sonoma Coast),"Oak barrels give this wine an edge of buttered toast and butterscotch, ...",89,25,Sonoma,United States
Chardonnay,Chateau Ste. Michelle 2012 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),"Aged in a mixture of French oak (32% new) and stainless steel, ...",89,22,Columbia Valley,United States
Chardonnay,Buena Vista 2012 Chardonnay (Carneros),"Good price for a Chardonnay this dry and acidic, yet rich. The ...",88,20,Napa-Sonoma,United States
Chardonnay,Januik 2012 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),"Offering pleasant, approachable flavors of apple and Asian pear, along with streaks ...",88,30,Columbia Valley,United States
Chardonnay,Ken Wright 2011 Celilo Chardonnay (Washington),"On the Washington side of the Columbia Gorge, the Celilo Vineyard is ...",88,32,Washington,United States
Chardonnay,Nickel & Nickel 2012 Stiling Vineyard Chardonnay (Russian River Valley),"From a vineyard in the Green Valley, it has ripe flavors of ...",88,55,Sonoma,United States
Chardonnay,Summerland 2012 Wolff Vineyard Chardonnay (Edna Valley),"Some new French oak brings a rich, buttery smokiness to this Chardonnay, ...",88,40,Central Coast,United States
Chardonnay,Mattebella 2010 Famiglia Chardonnay (North Fork of Long Island),Fresh apple and pear aromas are lifted with hints of white flowers ...,88,19,Long Island,United States
Chardonnay,Coffee Pot Cellars 2010 Chardonnay (North Fork of Long Island),While subtle on the nose with hints of chamomile and pressed apple ...,87,16,Long Island,United States
Chardonnay,Bridgman 2012 Chardonnay (Columbia Valley (WA)),A directly appealing wine with little obvious new oak influence to get ...,87,11,Columbia Valley,United States
Chardonnay,Jamesport 2011 Chardonnay (North Fork of Long Island),"The scent of apple blossoms perfume this round, richly structured wine, accentuating ...",87,18,Long Island,United States
Chardonnay,Mattebella 2009 Famiglia Chardonnay (North Fork of Long Island),A whiff of floral potpourri that persists from start to finish adds ...,87,17,Long Island,United States
Chardonnay,Valley of the Moon 2012 Un-Oaked Chardonnay (Russian River Valley),"This Chard is so rich in tropical fruit, green apple, lime, nectarine, ...",87,23,Sonoma,United States
Chardonnay,Raymond 2012 Small Lot Collection Barrel-Fermented Chardonnay (Napa Valley),"Way too oaky, with buttered toast, honey and caramel flavors dominating. The ...",87,50,Napa,United States
Chardonnay,Lieb 2008 Reserve Chardonnay (North Fork of Long Island),"Ripe, fresh peach and apple flavors are lifted with a spray of ...",87,24,Long Island,United States
Chardonnay,St. Francis 2012 Chardonnay (Sonoma County),"It delivers just what many consumers want, a creamy wine with flavors ...",87,15,Sonoma,United States
Chardonnay,E16 2012 Bacigalupi Vineyard Chardonnay (Russian River Valley),"Dryness and acidity mark this wine, which will not appeal to fruit-forward ...",87,40,Sonoma,United States
Chardonnay,Rochioli 2012 Estate Grown Chardonnay (Russian River Valley),This is a good but pretty ordinary Chardonnay despite its famous Rochioli ...,87,50,Sonoma,United States
Chardonnay,Spadafora 2011 Schietto Chardonnay (Sicilia),"Aged partly in barriques, it offers aromas of yellow apples, toast and ...",87,35,Sicily and Sardinia,Italy
Chardonnay,Waterbrook 2012 Reserve Chardonnay (Columbia Valley (WA)),"Barrel notes of toast, butterscotch and spice are at the fore along ...",87,18,Columbia Valley,United States
Chardonnay,Rutherford Hill 2012 Chardonnay (Napa Valley),"This wine is soft, herbal and earthy. It has a lovely smoky ...",86,24,Napa,United States
Chardonnay,Sojourn 2012 Campbell Ranch Vineyard Chardonnay (Sonoma Coast),"The flavors of sweetened herb tea, pineapple and buttered toast mark this ...",86,45,Sonoma,United States
Chardonnay,The Williamsburg Winery 2011 John Adlum Limited Chardonnay (Virginia),"White currant and orchard fruit tones lead onto the silky, open-textured palate. ...",86,12,Virginia,United States
Chardonnay,Feudi del Pisciotto 2011 Alberta Ferretti Chardonnay (Sicilia),"Dominated by wood, it offers heavy oak and toasted sensations with a ...",86,20,Sicily and Sardinia,Italy
Chardonnay,Friedeman 2012 Chardonnay (Sonoma Coast),"Rich in tropical fruits, apricots and pears, it shows lots of oak ...",86,44,Sonoma,United States
Chardonnay,Chalk Hill 2012 Estate Chardonnay (Chalk Hill),"With toasty oak and leesy notes and a creamy texture, this is ...",86,45,Sonoma,United States
Chardonnay,Lake Sonoma 2012 Chardonnay (Russian River Valley),"It has a creamy texture and rich flavors of honey, peaches, oranges ...",86,35,Sonoma,United States
Chardonnay,Sherwood House Vineyards 2012 Sherwood House Oregon Road Chardonnay (North Fork of Long Island),The scent of freshly pressed apples lends a comforting familiarity to this ...,86,25,Long Island,United States
Chardonnay,One Woman 2010 Chardonnay (North Fork of Long Island),Touches of vanilla accent flavors of freshly pressed apples and pears in ...,86,20,Long Island,United States
