varietal,title,excerpt,points,price,location,region
Cabernet Sauvignon,Milbrandt 2010 The Estates Cabernet Sauvignon (Wahluke Slope),The light flavors of cherry and herb play second fiddle to the ...,88,25,Columbia Valley,United States
Cabernet Sauvignon,B Cellars 2010 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),This Cabernet Sauvignon has enormously high alcohol that results in a glyceriney ...,88,185,Napa,United States
Cabernet Sauvignon,Daou 2012 Cabernet Sauvignon (Paso Robles),"Daou has been working hard at Cabernet. With this 2012, they have ...",88,28,Central Coast,United States
Cabernet Sauvignon,B Cellars 2010 Blend 26 Cabernet Sauvignon (Napa Valley),"Jammy in cherries, blueberries and mocha, this Cabernet has a buttery, toasty ...",87,150,Napa,United States
Cabernet Sauvignon,Beaulieu Vineyard 2010 Cabernet Sauvignon (Rutherford),"Shows plenty of Rutherford character in the black cherry, mocha, green olive ...",87,32,Napa,United States
Cabernet Sauvignon,Barking Frog 2009 Crawford Vineyard Cabernet Sauvignon (Washington),"This single-vineyard Cabernet Sauvignon has plenty of ripe berry/cherry fruit, along with ...",87,28,Washington,United States
Cabernet Sauvignon,Coastline 2012 Reserve Cabernet Sauvignon (Paso Robles),"Lots to like in this dry, smoothly tannic Cabernet. It gets better ...",87,14,Central Coast,United States
Cabernet Sauvignon,B Cellars 2010 Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon (St. Helena),Somebody made the decision to let the grapes get ultra-ripe on this ...,87,165,Napa,United States
Cabernet Sauvignon,Coyote Canyon 2010 Coyote Canyon Vineyard Cabernet Sauvignon (Horse Heaven Hills),"The up front barrel notes of smoke, pencil shavings and chocolate are ...",87,25,Columbia Valley,United States
Cabernet Sauvignon,14 Hands 2010 The Reserve Cabernet Sauvignon (Horse Heaven Hills),"Eighty-four percent Cabernet Sauvignon with Merlot and Cabernet Franc to add balance, ...",87,30,Columbia Valley,United States
Cabernet Sauvignon,B Cellars 2010 Cabernet Sauvignon (Rutherford),A little too broad and uncomfortably high in alcohol for a higher ...,87,85,Napa,United States
Cabernet Sauvignon,Browne Family Vineyards 2010 Cabernet Sauvignon (Columbia Valley (WA)),Almost one hundred percent varietal with just a small amount of Malbec ...,87,35,Columbia Valley,United States
Cabernet Sauvignon,Waterbrook 2010 Reserve Cabernet Sauvignon (Columbia Valley (WA)),"An elegantly styled wine with notes of green herbs, bell pepper and ...",87,24,Columbia Valley,United States
Cabernet Sauvignon,Collier Falls 2010 Hillside Estate Cabernet Sauvignon (Dry Creek Valley),"Lots of rich, extracted cherry pie, chocolate and cassis flavors in this ...",86,40,Sonoma,United States
Cabernet Sauvignon,Hewitt 2010 Double Plus Cabernet Sauvignon (Rutherford),This wine has so much new French oak that the toast and ...,86,150,Napa,United States
Cabernet Sauvignon,Script & Seal 2010 Cabernet Sauvignon (Washington),"Simple cherry fruit is heavily accented with flavors of vanilla, cut tobacco ...",86,15,Washington,United States
Cabernet Sauvignon,Newton 2010 Red Label Cabernet Sauvignon (Napa County),"Ripe blackberry, cherry and oak flavors mark this Cabernet, which is blended ...",86,28,Napa,United States
Cabernet Sauvignon,Clos La Chance 2010 Estate Whitestone Vineyard Cabernet Sauvignon (Central Coast),"Blackberries and cola are the flavors of this smooth, rather sweet Cabernet. ...",86,50,Central Coast,United States
Cabernet Sauvignon,Bodega Volcanes de Chile 2011 Summit 2900 Reserva Cabernet Sauvignon (Rapel Valley),"Dry, spicy, leathery aromas are herbal but solid. This feels full and ...",86,13,Chile,Chile
Cabernet Sauvignon,Thorny Rose 2011 Cabernet Sauvignon (Columbia Valley (WA)),"This wine feels a bit stripped, although the earthy tannins are still ...",85,11,Columbia Valley,United States
Cabernet Sauvignon,Domingo Molina 2011 Cabernet Sauvignon (Salta),"The nose is herbaceous, with grassy berry aromas and a touch of ...",85,25,Other,Other
Cabernet Sauvignon,O. Fournier 2011 Urban Cabernet Sauvignon (Maule Valley),"Although this Cab is scratchy on the nose and palate, it is ...",85,13,Chile,Chile
Cabernet Sauvignon,Pellegrini 2007 Estate Grown Cabernet Sauvignon (North Fork of Long Island),"With hints of barnyard and graphite accenting lush notes of blackberries, cassis ...",85,23,Long Island,United States
Cabernet Sauvignon,Barefoot NV Cabernet Sauvignon (California),"Jammy flavors of blackberries, cherries and mocha make this taste almost of ...",85,7,California,United States
Cabernet Sauvignon,Daglia Canyon 2012 Cabernet Sauvignon (Dry Creek Valley),"While this Cab is a little thin, it feels nice and tasty ...",85,20,Sonoma,United States
Cabernet Sauvignon,Osprey's Dominion 2010 Reserve Cabernet Sauvignon (North Fork of Long Island),Whiffs of barnyard and leather are prominent on this earthy Cabernet Sauvignon. ...,85,40,Long Island,United States
Cabernet Sauvignon,Paripaso 2012 Cabernet Sauvignon (California),"This is one of those fresh, young Cabs that reminds you of ...",84,12,California,United States
Cabernet Sauvignon,Spann Vineyards 2007 Mayacamas Range Cabernet Sauvignon (Sonoma Valley),"At about six years of age, this Bordeaux blend is soft, fruity ...",84,35,Sonoma,United States
Cabernet Sauvignon,Casas del Bosque 2011 Reserva Cabernet Sauvignon (Rapel Valley),The 2011 vintage was a cold one in Chile and this Cab ...,84,12,Chile,Chile
Cabernet Sauvignon,Mossback 2010 Cabernet Sauvignon (Chalk Hill),"This Cab is dry and properly tannic, with good blackberry, mocha and ...",83,25,Sonoma,United States
Cabernet Sauvignon,Salentein 2011 Portillo Estate Bottled Cabernet Sauvignon (Mendoza),Hard aromas of tire rubber and black fruits lead to a clampy ...,83,11,Mendoza Province,Argentina
Cabernet Sauvignon,Antucura 2011 Cabernet Sauvignon (Vista Flores),"Mint, tea and light plum aromas are mild at best. Hard tannins ...",82,16,Mendoza Province,Argentina
Cabernet Sauvignon,Maipe 2011 Reserve Cabernet Sauvignon (Mendoza),Compost and strong herbal aromas lead to a rubbery palate with stewed ...,82,16,Mendoza Province,Argentina
Cabernet Sauvignon,Cambridge & Sunset 2012 Cabernet Sauvignon (California),"Feels pinched and harsh in the mouth, with simple, sweet blackberry Pop-Tart ...",81,12,California,United States
Cabernet Sauvignon,Conquista 2011 Cabernet Sauvignon (Mendoza),"With aromas of blueberry and Kool-Aid, this feels raw and pointy, with ...",81,9,Mendoza Province,Argentina
Cabernet Sauvignon,Pessimist 2012 Cabernet Sauvignon (California),"Soft, sweet and simple raspberry and oak flavors mark this rustic wine.",80,10,California,United States
Cabernet Sauvignon,ZD 2009 Reserve Cabernet Sauvignon (Napa Valley),This beautiful Cabernet has all the hallmarks of a wine that will ...,94,135,Napa,United States
Cabernet Sauvignon,Diamond Creek 2010 Volcanic Hill Cabernet Sauvignon (Diamond Mountain District),"So delicious now, you can drink it, but the hard tannins strongly ...",94,200,Napa,United States
Cabernet Sauvignon,The Vineyard House 2009 Cabernet Sauvignon (Napa Valley),"How this Cabernet-based Bordeaux blend manages to be softly delicious, yet structurally ...",94,200,Napa,United States
Cabernet Sauvignon,Diamond Creek 2010 Gravelly Meadow Cabernet Sauvignon (Diamond Mountain District),The winery has hardly changed its winemaking formula over the decades. Gravelly ...,94,200,Napa,United States
Cabernet Sauvignon,Castello di Amorosa 2010 Don Thomas Vineyard Cabernet Sauvignon (Rutherford),"The vineyard is in Rutherford, and this 100% Cabernet does show the ...",93,145,Napa,United States
Cabernet Sauvignon,Whitehall Lane 2010 Reserve Cabernet Sauvignon (Napa Valley),"So broadly delicious now, it hardly seems worthwhile to age this wine, ...",93,75,Napa,United States
Cabernet Sauvignon,Parallel 2010 Cabernet Sauvignon (Napa Valley),"This is a tight, dry, tannic wine, showing all the hallmarks of ...",93,60,Napa,United States
Cabernet Sauvignon,Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford),This 100% Cabernet Sauvignon was grown in the well-known Beckstoffer Georges III ...,92,130,Napa,United States
Cabernet Sauvignon,Knights Bridge 2010 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Napa Valley),"So ripe and lush with fruit, this could only be from California. ...",92,135,Napa,United States
Cabernet Sauvignon,Pont de Chevalier 2009 Cabernet Sauvignon (Knights Valley),This is one of those wines that grows more attractive the more ...,92,115,Sonoma,United States
Cabernet Sauvignon,Swanson 2010 Alexis Cabernet Sauvignon (Napa Valley),"The alcohol on this Cabernet is fairly high, yet the wine tastes ...",92,75,Napa,United States
Cabernet Sauvignon,Clos Pegase 2009 Cabernet Sauvignon (Napa Valley),"This Cab is in a somewhat awkward state now, poised between fresh ...",91,50,Napa,United States
Cabernet Sauvignon,Etude 2010 Cabernet Sauvignon (Rutherford),Give this deliciously polished 100% Cab a year or two in the ...,91,110,Napa,United States
Cabernet Sauvignon,Etude 2010 Cabernet Sauvignon (St. Helena),"Rich, ripe blackberry, cherry, mocha, anise and cedar flavors mark this 100% ...",91,110,Napa,United States
Cabernet Sauvignon,Villa Cafaggio 2005 Cortaccio Cabernet Sauvignon (Toscana),Cortaccio is a great expression of Tuscan Cabernet Sauvignon. It boasts enticing ...,91,40,Tuscany,Italy
Cabernet Sauvignon,Schug 2009 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),"True to the Schug style, this is dry, earthy and less flamboyant ...",91,50,Sonoma,United States
Cabernet Sauvignon,Hourglass 2010 Cabernet Sauvignon (Napa Valley),High alcohol is giving this 100% Cabernet some inherent instability that warrants ...,91,155,Napa,United States
Cabernet Sauvignon,Etude 2010 Cabernet Sauvignon (Oakville),"This 100% Cabernet, made solidly in the modern style of soft ripeness ...",91,110,Napa,United States
Cabernet Sauvignon,Companhia das Quintas 2010 Quinta de Pancas Cabernet Sauvignon (Lisboa),Cabernet Sauvignon in the cool Lisboa region has a similarity to Bordeaux. ...,90,15,Portugal,Portugal
Cabernet Sauvignon,Knights Bridge 2010 Cabernet Sauvignon (Knights Valley),"This is a big, strong Cabernet, flooding the mouth with intensely ripe ...",90,115,Sonoma,United States
Cabernet Sauvignon,Etude 2010 Cabernet Sauvignon (Napa Valley),"Enormously rich and ripe in blackberry jam, cherry pie and chocolate flavors, ...",90,85,Napa,United States
Cabernet Sauvignon,Pillitteri 2010 Icewine Cabernet Sauvignon (Niagara-On-The-Lake),"A very pretty wine with a refined aroma profile of wild strawberry, ...",90,70,Ontario,Canada
Cabernet Sauvignon,Gallica 2010 Cabernet Sauvignon (Napa Valley),"This Cab, which contains small amounts of Cabernet Franc and Petit Verdot, ...",89,150,Napa,United States
Cabernet Sauvignon,St. Francis 2010 Lagomarsino Vineyard Cabernet Sauvignon (Russian River Valley),"This is a 100% Cabernet. It has deep, ripe flavors of black ...",89,50,Sonoma,United States
Cabernet Sauvignon,Robinson Family Vineyards 2010 Estate Cabernet Sauvignon (Stags Leap District),"A soft, creamy texture houses buttery flavors of blackberry jam and mocha ...",89,62,Napa,United States
Cabernet Sauvignon,Biltmore 2010 Reserve Cabernet Sauvignon (Dry Creek Valley),"North Carolina-based Biltmore turns to Dry Creek for Cabernet, with good results. ...",89,25,Sonoma,United States
Cabernet Sauvignon,Lagar de Bezana 2011 Reserva Cabernet Sauvignon (Cachapoal Valley),Ripe plum and berry aromas come with floral accents as well as ...,89,16,Chile,Chile
Cabernet Sauvignon,Deerfield Ranch 2007 Cabernet Sauvignon (Sonoma County),"Held back all these years, this Bordeaux-style blend is just beginning to ...",88,30,Sonoma,United States
Cabernet Sauvignon,Hoopes 2010 Cabernet Sauvignon (Oakville),"Lots of ripe, jammy raspberry and cherry fruit in this ripe 100% ...",88,65,Napa,United States
Cabernet Sauvignon,Legs 2009 Cabernet Sauvignon (Napa Valley),"Lots of flashy Napa character in this Cab, with a softly tannic ...",88,32,Napa,United States
Cabernet Sauvignon,Bell 2010 Cabernet Sauvignon (Napa Valley),"This is a very good Napa Cabernet, stylishly dry and smooth in ...",88,65,Napa,United States
Cabernet Sauvignon,Icaria 2010 Cabernet Sauvignon (Alexander Valley),Sweet new oak brings a jacket of buttered cinnamon toast to this ...,88,30,Sonoma,United States
Cabernet Sauvignon,Silverado 2010 SOLO Cabernet Sauvignon (Stags Leap District),This 100% Cabernet shows its pedigree in the refinement of its tannins ...,88,100,Napa,United States
Cabernet Sauvignon,Gualdo del Re 2008 Federico Primo Cabernet Sauvignon (Toscana),"This Cabernet Sauvignon from Tuscany offers up aromas of bell peppers, cedar ...",88,45,Tuscany,Italy
Cabernet Sauvignon,La Playa 2011 Block Selection Reserve Block N.6 Cabernet Sauvignon (Colchagua Valley),"Despite aromas of Band-Aid and rubber, this is predominantly smoky on the ...",88,12,Chile,Chile
Cabernet Sauvignon,Primus 2011 Cabernet Sauvignon (Maipo Valley),"Rubbery, gamy aromas carry a medicinal touch of latex along with cherry ...",88,20,Chile,Chile
Cabernet Sauvignon,Astrale e Terra 2009 Estate Cabernet Sauvignon (Atlas Peak),"This Cab shows the firm tannins and concentrated fruit of Atlas Peak, ...",88,60,Napa,United States
Cabernet Sauvignon,Bell 2010 Claret Cabernet Sauvignon (Napa Valley),"Despite some hard tannins, this is an approachable wine for drinking now ...",87,45,Napa,United States
Cabernet Sauvignon,Ministry of the Vinterior 2012 The Messenger Cabernet Sauvignon (Napa Valley),"Very ripe and forward Cabernet, with jammy blackberry and cherry, spice and ...",87,25,Napa,United States
Cabernet Sauvignon,Guenoc 2011 Cabernet Sauvignon (Lake County),"A Cab of light texture, well in balance, with savory red raspberry ...",87,20,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Euclid Wines 2010 Cabernet Sauvignon (Howell Mountain),This Howell Mountain Cab contains 3% Syrah. It good and rich in ...,87,85,Napa,United States
Cabernet Sauvignon,Josh Cellars 2011 Cabernet Sauvignon (North Coast),"Opening with perfumy aromatics amid a core of cassis liqueur, this is ...",87,15,North Coast,United States
Cabernet Sauvignon,Whitehall Lane 2010 Cabernet Sauvignon (Napa Valley),"Good, classic blackberry, currant, oak and mineral flavors in this dry, full-bodied ...",87,40,Napa,United States
Cabernet Sauvignon,Jason-Stephens 2009 Estate Cabernet Sauvignon (Santa Clara Valley),"Tight with tart cranberry acidity but juicy cassis flavor, this is a ...",87,28,Central Coast,United States
Cabernet Sauvignon,Liparita 2010 V Block Cabernet Sauvignon (Yountville),"Sweet blackberry jam, currant and toasty oak flavors mark this softly tannic ...",87,55,Napa,United States
Cabernet Sauvignon,XIX 2007 Echo West Vineyard Cabernet Sauvignon (Oregon),"Sourced from an eastern Oregon vineyard, XIX includes retired NFL great Keyshawn ...",87,125,Oregon,United States
Cabernet Sauvignon,Veramonte 2011 El Caballero Cabernet Sauvignon (Colchagua Valley),"Crusty berry aromas are toasty and tarry. This feels flush and solid, ...",87,12,Chile,Chile
Cabernet Sauvignon,Artesa 2009 Foss Valley Ranch Cabernet Sauvignon (Napa Valley),This 100% Cab grown in the Atlas Peak appellation is ripe in ...,87,85,Napa,United States
Cabernet Sauvignon,Concha y Toro 2011 Marques de Casa Concha Cabernet Sauvignon (Puente Alto),"Pencil eraser, blueberry, olive and peppery notes are what you draw off ...",87,26,Chile,Chile
Cabernet Sauvignon,Star Lane Vineyard 2009 Star Lane Vineyard Cabernet Sauvignon (Happy Canyon of Santa Barbara),"Lots of rich, layered black cherry and currant fruit in this dry ...",87,44,Central Coast,United States
Cabernet Sauvignon,Y Rousseau 2010 Le Roi Soleil Cabernet Sauvignon (Mount Veeder),"So ripe and soft with raspberry and cherry jam, milk chocolate, smoky ...",87,65,Napa,United States
Cabernet Sauvignon,Tortoise Creek 2011 Cherokee Lane Cabernet Sauvignon (Lodi),"Pretty, with a suggestion of smoke, this is a mid-weight Cabernet with ...",86,12,Central Valley,United States
Cabernet Sauvignon,James Mitchell 2010 Estate Grown Cabernet Sauvignon (Lodi),"A well-made relatively large production Cabernet, fruity in black cherry with a ...",86,15,Central Valley,United States
Cabernet Sauvignon,Caliterra 2011 Reserva Estate Grown Cabernet Sauvignon (Colchagua Valley),This starts out with a whiff of earth and compost that transitions ...,86,11,Chile,Chile
Cabernet Sauvignon,Noble Vines 2011 337 Cabernet Sauvignon (Lodi),"Concentrated in ripe berry flavor and a cushion of soft tannins, this ...",86,15,Central Valley,United States
Cabernet Sauvignon,Oberon 2011 Cabernet Sauvignon (Napa County),"At two years of age, this Cabernet is ready to drink now. ...",85,25,Napa,United States
Cabernet Sauvignon,Loken Cellars 2010 Penn Valley Vineyards Cabernet Sauvignon (Sierra Foothills),"An open-book Cabernet medium in tannin structure and expressive in plum, blackberry ...",85,26,Sierra Foothills,United States
Cabernet Sauvignon,Pennywise 2011 Cabernet Sauvignon (California),Sweet black raspberry and cherry fruit marks this likeable Cab. It has ...,85,13,California,United States
Cabernet Sauvignon,Concha y Toro 2011 Serie Riberas Gran Reserva Ribera del Tingurrica Cabernet Sauvignon (Marchigue),This wine from Marchigue in Colchagua smells a bit stewed and herbal. ...,85,18,Chile,Chile
Cabernet Sauvignon,Casa Rivas 2011 Reserva Cabernet Sauvignon (Maipo Valley),"Herbal aromas of olive and sweaty leather require patience. In the mouth, ...",85,15,Chile,Chile
Cabernet Sauvignon,St. Clement 2010 Oroppas Cabernet Sauvignon (Napa Valley),"Not a bad wine, but not particularly exciting. It has blackberry and ...",85,55,Napa,United States
Cabernet Sauvignon,Irony 2011 Small Lot Reserve Cabernet Sauvignon (Napa Valley),"Irony makes good, drinkable, affordable wines and makes no apologies for them. ...",85,15,Napa,United States
Cabernet Sauvignon,Michael David 2011 Freakshow Cabernet Sauvignon (Lodi),"A powerful Cabernet rich in black fruit, cinnamon and a backbone of ...",85,20,Central Valley,United States
Cabernet Sauvignon,L.A. Cetto 2005 Private Reserve Barrel Aged Cabernet Sauvignon (Valle de Guadalupe),"This rusty looking, aged Cabernet Sauvignon displays mature, cooked aromas of prune, ...",84,20,Mexico,Mexico
Cabernet Sauvignon,Croze 2010 Cabernet Sauvignon (Rutherford),"Lusciously ripe with raspberry and cherry candy, roasted almond, toasted coconut, mocha ...",84,38,Napa,United States
Cabernet Sauvignon,Lava Cap 2010 Stromberg Cabernet Sauvignon (El Dorado),"Serviceable and soft, this Stromberg Cab could use a bit more heft ...",83,30,Sierra Foothills,United States
Cabernet Sauvignon,L.A. Cetto 2010 Estate Bottled Cabernet Sauvignon (Valle de Guadalupe),"Herbal, leathery aromas are horsey and sharp. This feels rugged and choppy, ...",82,11,Mexico,Mexico
Cabernet Sauvignon,William Cole 2011 Columbine Special Reserve Single Vineyard Cabernet Sauvignon (Maipo Valley),"The cold conditions of the 2011 vintage are evident on this hard, ...",82,18,Chile,Chile
Cabernet Sauvignon,Turning Leaf NV Cabernet Sauvignon (California),"Flavors of brown and white sugar, blackberries, blueberries and toast give this ...",82,8,California,United States
Cabernet Sauvignon,Formation 2011 Cabernet Sauvignon (Monterey County),"This is a simple, fruity wine, with blackberry, cherry and oak flavors ...",82,15,Central Coast,United States
Cabernet Sauvignon,Wild Hare 2012 Legendary Cabernet Sauvignon (California),"This is a common wine, thin and sweet in blackberry and cherry ...",82,10,California,United States
Cabernet Sauvignon,Rosati Family 2006 Cabernet Sauvignon (Mendocino County),"Strong-minded with a tannic bite, this Cab has soft red fruit and ...",82,30,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Buffalo Grove 2012 Cabernet Sauvignon (California),This thin wine has very little going for it. It has watered-down ...,82,9,California,United States
Cabernet Sauvignon,Lapis Luna 2010 Moon Eyes Cabernet Sauvignon (Lodi),A fairly flat rendering of Cabernet Sauvignon simple in style and execution.,81,15,Central Valley,United States
Cabernet Sauvignon,Gran Verano 2011 Gran Verano Cabernet Sauvignon (Central Valley),"This reedy smelling, jammy boxed wine is on the cusp of acceptability. ...",80,22,Chile,Chile
Cabernet Sauvignon,Rosati Family 2007 Cabernet Sauvignon (Mendocino County),A grippy Cabernet lacking in fruit and personality.,80,30,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Sequoia Grove 2009 Cambium Cabernet Sauvignon (Napa Valley),This Cabernet Sauvignon-based blend contains smaller amounts of Cabernet Franc and Merlot. ...,94,125,Napa,United States
Cabernet Sauvignon,Robert Craig 2010 Cabernet Sauvignon (Mount Veeder),"Tasted in summer, 2013, this Cab was so tannic it was basically ...",94,70,Napa,United States
Cabernet Sauvignon,Sequoia Grove 2009 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),"Tiers of blackberry jam, plum, milk chocolate, anise and smoky cedar flavors ...",94,90,Napa,United States
Cabernet Sauvignon,Robert Craig 2010 Cabernet Sauvignon (Howell Mountain),"An awesome Cabernet, as deep and dramatic as they come. It shows ...",94,85,Napa,United States
Cabernet Sauvignon,Frazier 2009 Memento Cabernet Sauvignon (Napa Valley),"Another successful Cab from Frazier, following on the heels of the outstanding ...",93,110,Napa,United States
Cabernet Sauvignon,Freemark Abbey 2010 Cabernet Sauvignon (Napa Valley),This is a beautiful Cabernet Sauvignon. It epitomizes the Napa quality of ...,92,44,Napa,United States
Cabernet Sauvignon,Sequoia Grove 2010 Rutherford Bench Reserve Cabernet Sauvignon (Rutherford),"Ripe and forward in cherry Lifesaver candy and new oak flavors, this ...",92,65,Napa,United States
Cabernet Sauvignon,Obelisco Estate 2010 Electrum Estate Grown Cabernet Sauvignon (Red Mountain),"This is an authoritative Red Mountain Cabernet, from a rising star with ...",92,65,Columbia Valley,United States
Cabernet Sauvignon,Summers 2010 Reserve Cabernet Sauvignon (Calistoga),"A big Cabernet, impenetrably dark in color and tannicly closed. It has ...",92,50,Napa,United States
Cabernet Sauvignon,Alpha Omega 2010 Stagecoach Vineyard Cabernet Sauvignon (Atlas Peak),"Big, rich, soft and full-bodied, this 100% Cab impresses for the sheer ...",92,140,Napa,United States
Cabernet Sauvignon,JR Wine 2009 Cabernet Sauvignon (Rutherford),This gigantic Cabernet is not showing well now. The tannins are too ...,92,80,Napa,United States
Cabernet Sauvignon,Force Majeure 2010 Collaboration Series V Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),"Chris Gorman is the winemaker for this pure, old vine Cabernet Sauvignon. ...",92,75,Columbia Valley,United States
Cabernet Sauvignon,Alpha Omega 2010 Beckstoffer To Kalon Vineyard South Cabernet Sauvignon (Oakville),Notes of green olives and bacon give this Cabernet a funkiness that ...,91,150,Napa,United States
Cabernet Sauvignon,Force Majeure 2010 Collaboration Series Force Majeure Vineyard Cabernet Sauvignon (Red Mountain),"This is the first release from the newly-planted estate vineyard, located further ...",91,75,Columbia Valley,United States
Cabernet Sauvignon,Alpha Omega 2010 Beckstoffer Georges III Cabernet Sauvignon (Rutherford),"This wine is dry, rich and a perfect representation of a modern ...",91,140,Napa,United States
Cabernet Sauvignon,Alpha Omega 2010 Beckstoffer To Kalon Vineyard North Cabernet Sauvignon (Oakville),"Like its Tokalon South counterpart, this 100% has a funky, bacon and ...",91,150,Napa,United States
Cabernet Sauvignon,Seven Hills 2011 Cabernet Sauvignon (Columbia Valley (WA)),There will be no reserve Cabernet from Seven Hills in this vintage ...,91,30,Columbia Valley,United States
Cabernet Sauvignon,J. Bookwalter 2010 Volume One Reserve Cabernet Sauvignon (Columbia Valley (WA)),"This wine is 100% Cabernet Sauvignon, largely sourced from old vines at ...",91,80,Columbia Valley,United States
Cabernet Sauvignon,Hall 2010 Cabernet Sauvignon (Diamond Mountain District),"Classic Hall Cabernet, blended with some Merlot and ultrarich and smooth in ...",91,125,Napa,United States
Cabernet Sauvignon,Spring Mountain Vineyard 2010 Cabernet Sauvignon (Spring Mountain),"Very smooth, yet mouth-drying with firm tannins, this Cabernet is a bit ...",91,75,Napa,United States
Cabernet Sauvignon,Hall 2010 Kathryn Hall Cabernet Sauvignon (Napa Valley),"Softness of texture and extremely ripe fruit characterize this Cabernet Sauvignon, which ...",91,125,Napa,United States
Cabernet Sauvignon,Januik 2010 Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),"At first this seems severely curtailed, as the nose is shut down ...",91,45,Columbia Valley,United States
Cabernet Sauvignon,Ackerman 2009 Cabernet Sauvignon (Napa Valley),"This is a huge Cabernet, explosive in oak-infused black currants, dark chocolate, ...",90,75,Napa,United States
Cabernet Sauvignon,Eponymous 2009 Cabernet Sauvignon (Spring Mountain),"Rich in black cherry jam, mocha and toasty oak flavors, this wine ...",90,65,Napa,United States
Cabernet Sauvignon,Airfield Estates 2011 Estate Cabernet Sauvignon (Yakima Valley),"This is a fine-tuned, pure varietal Cabernet, sourced from a vineyard planted ...",90,25,Columbia Valley,United States
Cabernet Sauvignon,Chateau Ste. Michelle 2010 Canoe Ridge Estate Cabernet Sauvignon (Horse Heaven Hills),"This 95% Cabernet Sauvignon with the balance of Merlot, Syrah and Malbec, ...",90,30,Columbia Valley,United States
Cabernet Sauvignon,Elevation Cellars 2010 Cabernet Sauvignon (Columbia Valley (WA)),"Another solid effort from this young winery, the Cabernet is augmented with ...",90,25,Columbia Valley,United States
Cabernet Sauvignon,Sparkman 2010 Rainmaker Cabernet Sauvignon (Yakima Valley),"This is a bright, spicy, generous Cabernet, with 17% Malbec in the ...",90,62,Columbia Valley,United States
Cabernet Sauvignon,Novelty Hill 2010 Cabernet Sauvignon (Columbia Valley (WA)),"Well-defined, this tight and sculpted Cabernet is muscular and firm. Its black ...",90,26,Columbia Valley,United States
Cabernet Sauvignon,Hall 2010 Cabernet Sauvignon (Stags Leap District),This is a good example of the high-alcohol style of warmth and ...,90,150,Napa,United States
Cabernet Sauvignon,Black Stallion 2010 Cabernet Sauvignon (Napa Valley),"A solid Napa Cabernet, dry and tannic, with classic blackberry, black currant, ...",90,28,Napa,United States
Cabernet Sauvignon,On Q 2010 Megandina Cabernet Sauvignon (Napa Valley),"Lots of black currant, cocoa and cassis liqueur flavors in this bone ...",90,88,Napa,United States
Cabernet Sauvignon,Seven Falls 2010 Cabernet Sauvignon (Wahluke Slope),This 100% varietal wine from three different vineyards on the Wahluke Slope ...,90,15,Columbia Valley,United States
Cabernet Sauvignon,Sparkman 2010 Kingpin Cabernet Sauvignon (Red Mountain),"The Kingpin Cabernet leans into the flavors of savory herb and leaf, ...",89,62,Columbia Valley,United States
Cabernet Sauvignon,Frazier 2009 Cabernet Sauvignon (Napa Valley),"Ripe and heady in black currants, cassis liqueur, blackberry pie and mocha ...",89,55,Napa,United States
Cabernet Sauvignon,J Bell Cellars 2010 Cabernet Sauvignon (Yakima Valley),"The best of a lineup of single varietal red wines, this melds ...",89,30,Columbia Valley,United States
Cabernet Sauvignon,Foyt Family 2009 No. 77 Cabernet Sauvignon (Mount Veeder),"Intensely concentrated in black currants, cassis liqueur and oak aromas and flavors, ...",88,75,Napa,United States
Cabernet Sauvignon,Muirwood 2010 Cabernet Sauvignon (Arroyo Seco),This is a solid Cabernet that shows the promise of the appellation ...,88,12,Central Coast,United States
Cabernet Sauvignon,Kuleto Estate 2009 El Coyote Cabernet Sauvignon (Napa Valley),This 100% Cabernet shows a ripeness level that few Cabs in the ...,88,80,Napa,United States
Cabernet Sauvignon,Justin 2010 Reserve Cabernet Sauvignon (Paso Robles),"A pleasure to taste a Cabernet this rich in fruit, yet one ...",88,50,Central Coast,United States
Cabernet Sauvignon,Alder Ridge 2010 Cabernet Sauvignon (Horse Heaven Hills),"Aged 20 months in French and American oak (40% new), it has ...",88,25,Columbia Valley,United States
Cabernet Sauvignon,Casa L'Angel 2011 Cabernet Sauvignon (Valencia),"Blueberry and blackberry aromas fold in earthy notes, herbal spice and a ...",88,13,Levante,Spain
Cabernet Sauvignon,Round Pond 2011 Estate Cabernet Sauvignon (Napa Valley),"With savory black currant, blackberry jam and toast flavors wrapped into firm, ...",88,30,Napa,United States
Cabernet Sauvignon,Ankh 2009 Cabernet Sauvignon (Napa Valley),"Ripe and sweet in black cherry jam, cassis, chocolate, anise and cedar ...",88,65,Napa,United States
Cabernet Sauvignon,Hall 2010 Cabernet Sauvignon (Napa Valley),"Defines a ripe, slightly alcoholic style of Napa Cab for drinking over ...",87,50,Napa,United States
